Location\Items,Grappling Hook,Progressive Picto Box,Iron Boots,Empty Bottle,Bait Bag,Delivery Bag,Boomerang,Progressive Bow,Hookshot,Deku Leaf,Bombs,Skull Hammer,Command Melody,Triforce Shard 1,Triforce Shard 2,Triforce Shard 3,Triforce Shard 4,Triforce Shard 5,Triforce Shard 6,Triforce Shard 7,Triforce Shard 8,Dragon Tingle Statue,Forbidden Tingle Statue,Goddess Tingle Statue,Earth Tingle Statue,Wind Tingle Statue,Din's Pearl,Farore's Pearl,Nayru's Pearl,Progressive Sword,Progressive Shield,Power Bracelets,DRC Small Key,DRC Big Key,FW Small Key,FW Big Key,TotG Small Key,TotG Big Key,ET Small Key,ET Big Key,WT Small Key,WT Big Key,Maggie's Letter,Moblin's Letter,Note to Mom,Cabana Deed,Ghost Ship Chart,Progressive Wallet,Progressive Magic Meter,Spoils Bag,Progressive Quiver,Treasure Chart 1,Treasure Chart 2,Treasure Chart 3,Treasure Chart 4,Treasure Chart 5,Treasure Chart 6,Treasure Chart 7,Treasure Chart 8,Treasure Chart 9,Treasure Chart 10,Treasure Chart 11,Treasure Chart 12,Treasure Chart 13,Treasure Chart 14,Treasure Chart 15,Treasure Chart 16,Treasure Chart 17,Treasure Chart 18,Treasure Chart 19,Treasure Chart 20,Treasure Chart 21,Treasure Chart 22,Treasure Chart 23,Treasure Chart 24,Treasure Chart 25,Treasure Chart 26,Treasure Chart 27,Treasure Chart 28,Treasure Chart 29,Treasure Chart 30,Treasure Chart 31,Treasure Chart 32,Treasure Chart 33,Treasure Chart 34,Treasure Chart 35,Treasure Chart 36,Treasure Chart 37,Treasure Chart 38,Treasure Chart 39,Treasure Chart 40,Treasure Chart 41,Triforce Chart 1,Triforce Chart 2,Triforce Chart 3,Triforce Chart 4,Triforce Chart 5,Triforce Chart 6,Triforce Chart 7,Triforce Chart 8,Tingle Tuner,Magic Armor,Piece of Heart,Heart Container,Hero's Charm,Progressive Bomb Bag,Red Chu Jelly,Green Chu Jelly,Joy Pendant,Golden Feather,Boko Baba Seed,Skull Necklace,Knight's Crest,All-Purpose Bait,Hyoi Pear,Fill-Up Coupon,Beedle's Chart,Great Fairy Chart,Light Ring Chart,Octo Chart,Platform Chart,Secret Cave Chart,Submarine Chart,Tingle's Chart,Green Rupee,Blue Rupee,Yellow Rupee,Red Rupee,Purple Rupee,Orange Rupee,Silver Rupee,Rainbow Rupee,Hurricane Spin
Mailbox - Letter from Baito,14,41,13,132,16,0,16,104,13,17,17,0,0,48,32,30,48,47,39,44,44,3,13,8,5,5,10,10,5,123,0,0,0,0,0,0,0,0,0,0,0,0,15,19,0,15,11,47,47,56,75,37,44,34,34,45,36,44,31,42,37,48,38,37,30,35,37,42,39,34,30,44,32,42,49,33,34,37,39,37,37,54,40,35,45,42,40,38,42,36,33,40,39,39,29,35,45,46,41,42,39,31,1824,219,38,99,43,52,478,401,54,394,131,42,168,37,37,55,43,38,42,48,52,39,55,92,127,241,465,714,736,42,43
Mailbox - Letter from Komali's Father,157,250,151,204,150,148,146,364,165,144,184,167,136,52,65,59,55,48,57,52,63,84,89,96,91,98,0,0,0,390,262,163,0,0,0,0,0,0,0,0,0,0,135,146,124,128,140,176,253,26,46,19,21,27,22,23,19,20,19,28,21,21,16,22,23,19,28,16,26,33,19,23,19,20,20,11,18,21,13,20,16,18,26,25,25,19,15,17,24,20,25,20,21,23,22,18,20,20,24,24,25,27,931,152,14,37,27,18,246,231,21,241,77,26,116,18,23,21,21,17,19,20,18,17,27,49,81,111,266,398,372,27,13
Mailbox - Letter Advertising Bombs in Beedle's Shop,111,237,115,162,106,105,111,322,109,116,0,118,113,65,57,60,85,69,52,70,63,96,103,88,79,86,98,88,92,309,211,105,0,0,0,0,0,0,0,0,0,0,92,123,123,94,98,118,222,32,30,15,28,24,31,28,20,18,22,20,28,29,31,26,28,24,13,28,18,25,21,34,23,23,28,23,21,20,14,20,34,24,23,28,16,31,25,26,25,35,12,28,18,20,27,28,20,31,32,20,13,24,1130,135,20,46,30,33,278,254,28,261,82,30,104,31,25,24,36,28,19,21,18,15,36,51,88,119,312,465,462,34,29
Mailbox - Letter Advertising Rock Spire Shop Ship,180,289,167,207,158,140,173,381,180,160,179,166,152,44,36,64,57,58,45,56,53,77,100,105,81,81,110,90,85,379,300,154,0,0,0,0,0,0,0,0,0,0,136,139,150,138,152,29,253,27,41,22,23,11,20,23,29,26,28,20,16,13,14,13,28,24,17,20,20,16,17,21,13,17,15,26,26,19,21,10,23,27,22,26,24,17,15,21,14,18,24,15,15,22,19,16,26,14,23,25,13,22,886,128,18,43,25,23,223,219,30,209,79,25,100,17,20,24,18,22,17,28,17,20,32,47,66,111,233,356,347,18,18
Mailbox - Beedle's Silver Membership Reward,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,43,96,42,43,65,41,44,34,40,34,44,45,43,40,44,56,56,51,40,46,47,37,40,40,45,40,47,49,39,47,43,42,41,38,49,34,36,48,47,43,43,39,57,34,40,43,43,52,25,45,49,50,44,1983,270,47,76,58,60,428,439,48,487,173,50,240,39,42,41,38,43,59,37,49,34,53,103,151,279,490,759,810,48,36
Mailbox - Beedle's Gold Membership Reward,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,29,89,44,55,38,41,42,39,38,38,36,44,40,40,51,48,59,32,48,46,53,44,50,46,45,37,51,36,40,35,52,33,39,37,48,31,43,41,50,39,37,38,44,42,47,42,56,52,59,57,45,42,50,1981,264,36,80,50,66,463,491,40,446,156,55,191,42,39,48,42,45,33,34,40,58,44,93,170,290,497,755,796,54,34
Mailbox - Letter from Orca,0,78,19,131,27,22,0,163,33,0,32,31,28,34,39,39,45,49,42,45,36,19,11,18,20,11,16,11,16,130,84,23,0,0,0,0,0,0,0,0,0,0,28,19,18,30,28,66,79,37,70,40,22,37,46,34,39,44,36,35,37,39,37,28,30,36,41,45,22,49,30,39,27,31,53,37,40,37,29,30,41,40,39,39,49,45,36,29,41,50,45,43,40,42,38,43,40,44,41,39,28,41,1607,266,40,83,60,33,421,414,50,433,132,48,199,39,29,39,45,40,33,23,29,43,48,85,150,225,408,651,671,44,42
Mailbox - Letter from Grandma,166,315,131,72,163,156,153,403,172,147,158,174,149,62,48,52,59,46,49,48,48,85,73,110,86,91,114,87,84,394,292,147,0,0,0,0,0,0,0,0,0,0,157,136,164,152,162,183,264,25,38,17,20,16,21,12,15,20,19,11,15,20,9,22,24,23,11,28,18,20,15,22,22,16,16,21,27,19,17,12,16,19,18,17,24,24,18,23,19,18,16,23,22,22,21,32,19,17,21,18,25,30,838,132,22,36,28,24,198,234,24,219,68,15,95,21,29,20,23,19,18,25,26,20,37,49,73,117,239,337,360,32,17
Mailbox - Letter from Aryll,53,87,57,151,39,33,46,175,28,40,0,0,40,45,36,42,43,33,33,48,29,28,23,21,22,24,42,18,33,164,104,41,0,0,0,0,0,0,0,0,0,0,32,47,53,44,47,83,127,34,76,28,42,35,31,34,32,31,37,37,46,32,53,39,34,37,45,33,39,38,27,40,47,40,39,28,32,37,32,35,30,31,42,25,33,46,37,34,32,40,41,41,39,30,24,39,42,33,35,29,47,30,1544,223,24,67,50,51,389,410,41,378,131,42,164,26,35,37,41,44,36,30,41,39,40,100,126,197,419,598,635,48,33
Mailbox - Letter from Tingle,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,44,84,28,41,45,40,34,52,47,41,36,46,47,38,42,49,46,45,43,39,45,62,40,41,55,39,44,42,44,45,42,46,43,54,51,34,43,51,36,51,50,38,50,43,48,36,51,45,42,39,50,42,51,1934,260,52,72,52,52,448,464,49,482,146,55,214,47,46,48,39,48,37,49,39,42,54,103,158,273,526,804,768,51,41
The Great Sea - Beedle's Shop Ship - 20 Rupee Item,133,165,143,195,117,151,135,173,141,144,129,137,139,46,44,52,40,56,51,52,62,263,244,247,245,228,238,244,227,191,168,163,0,0,0,0,0,0,0,0,0,0,113,115,148,124,139,140,190,16,33,15,12,21,23,19,5,17,19,17,21,21,17,11,12,21,13,26,17,23,19,19,20,13,15,13,20,21,22,19,14,26,24,14,20,21,21,32,21,19,19,15,17,16,20,22,22,15,16,24,25,22,838,98,16,35,16,27,245,239,35,230,70,0,0,16,12,15,28,22,16,21,22,18,22,48,67,124,217,363,359,22,22
The Great Sea - Salvage Corp Gift,143,166,124,204,130,131,127,211,126,120,137,135,131,57,58,50,41,53,42,42,51,259,251,254,250,256,254,263,268,182,161,129,0,0,0,0,0,0,0,0,0,0,125,162,116,145,126,135,173,22,37,19,16,17,24,18,17,27,22,16,25,19,18,20,22,18,22,24,25,21,23,15,13,23,22,22,15,19,23,16,19,19,12,17,14,15,15,16,21,17,20,15,15,24,22,15,12,17,24,22,19,24,813,105,17,41,27,17,216,183,22,206,70,17,86,22,12,13,19,16,29,27,18,15,23,49,72,88,241,362,311,19,22
The Great Sea - Cyclos,159,270,131,218,157,138,134,477,157,135,169,176,148,44,52,57,54,50,51,51,60,76,102,85,68,98,78,83,95,370,285,133,0,0,0,0,0,0,0,0,0,0,124,140,133,122,149,186,294,29,32,14,23,25,19,18,11,19,29,19,17,24,17,16,28,24,21,19,23,21,17,22,19,17,22,17,14,22,18,23,20,17,21,26,21,14,16,21,21,20,25,16,22,22,21,20,21,20,18,22,16,19,888,118,16,42,26,23,210,238,18,202,63,23,95,20,10,23,27,19,18,17,19,24,16,47,72,127,230,395,342,26,19
The Great Sea - Goron Trading Reward,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,43,84,46,42,40,50,42,44,41,43,54,47,38,38,48,46,52,45,38,42,39,44,40,39,49,49,44,55,35,41,44,30,47,52,47,38,45,45,36,45,33,36,56,45,32,53,51,40,39,44,48,38,47,1956,278,38,71,53,60,474,433,53,459,165,49,240,41,39,34,42,46,58,44,44,56,58,99,150,266,526,810,752,47,38
The Great Sea - Withered Trees,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,52,90,42,34,51,41,43,44,50,41,54,44,42,51,41,49,51,42,47,42,55,53,38,44,37,34,35,42,47,43,44,47,41,41,40,40,41,49,52,41,50,34,33,45,41,40,37,33,48,49,35,42,43,1917,270,39,78,47,67,475,484,50,492,143,55,215,52,41,42,47,46,42,42,44,40,45,125,143,285,521,762,764,55,37
The Great Sea - Ghost Ship,184,285,136,211,185,169,153,371,151,178,163,157,150,42,39,50,42,49,64,59,52,68,83,87,77,95,87,99,74,377,291,160,0,0,0,0,0,0,0,0,0,0,137,146,162,135,0,174,253,21,60,23,26,19,20,12,9,19,22,19,23,29,26,22,16,19,21,22,27,19,17,23,25,17,18,14,18,18,25,21,17,19,23,15,25,21,17,16,31,14,16,19,18,19,18,27,18,18,28,15,19,20,920,127,18,51,23,32,228,243,18,238,52,37,94,16,26,20,22,12,23,21,17,16,20,59,66,114,240,336,368,26,19
Private Oasis - Chest at Top of Waterfall,137,248,122,206,146,136,147,343,87,157,147,165,149,48,48,58,63,63,61,55,52,121,116,106,104,121,106,106,99,360,249,144,0,0,0,0,0,0,0,0,0,0,120,132,146,147,159,157,308,17,41,21,15,18,21,20,21,22,16,20,20,15,20,19,27,16,25,22,32,20,21,15,22,17,13,15,18,22,15,12,18,10,16,22,29,21,22,31,29,20,16,15,15,21,19,18,31,23,21,18,21,28,884,126,25,38,16,22,229,240,24,228,72,29,97,22,18,21,18,14,21,21,26,19,29,33,88,113,252,351,359,16,28
Private Oasis - Cabana Labyrinth - Lower Floor Chest,0,226,78,172,70,0,76,397,83,90,79,0,87,65,87,76,69,75,68,57,65,27,27,34,24,24,39,34,38,418,247,78,0,0,0,0,0,0,0,0,0,0,72,81,83,0,83,94,187,32,57,26,28,29,32,27,38,31,29,31,28,33,18,29,25,27,22,31,34,35,36,24,27,33,24,26,22,27,33,32,29,37,27,29,30,35,26,31,29,26,25,35,30,34,37,32,30,27,40,31,33,26,1256,167,27,47,27,39,324,329,33,277,100,41,132,29,30,33,31,25,27,33,35,22,30,70,101,175,343,526,510,36,30
Private Oasis - Cabana Labyrinth - Upper Floor Chest,0,216,85,168,90,0,90,374,62,103,89,0,85,82,73,74,62,72,66,91,78,35,45,31,36,32,28,23,30,395,214,77,0,0,0,0,0,0,0,0,0,0,77,73,81,0,59,91,199,23,65,30,25,30,31,23,27,33,32,31,24,32,26,29,37,22,25,22,36,26,33,31,29,32,27,23,28,21,25,24,26,34,30,26,36,30,29,23,25,29,36,31,33,41,23,28,24,32,35,29,31,18,1292,161,27,60,32,34,330,312,29,311,114,31,159,27,36,33,28,26,36,31,40,29,35,65,89,167,323,534,498,43,31
Private Oasis - Big Octo,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,43,53,35,36,46,39,38,49,54,49,45,47,48,50,47,45,57,41,38,58,47,39,47,38,37,52,45,48,35,46,39,50,46,34,48,48,44,46,45,42,46,48,44,46,50,41,33,54,48,48,34,50,57,1874,288,52,96,49,38,474,474,56,444,165,53,240,43,42,39,50,39,43,41,41,57,60,103,165,253,535,784,738,52,43
Private Oasis - Sunken Treasure,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,26,46,0,32,22,29,33,21,28,18,35,29,32,35,30,32,22,23,24,29,33,30,26,23,24,21,34,35,31,29,30,28,28,21,31,29,22,20,32,28,23,29,27,23,21,22,26,40,29,26,28,18,29,1103,150,23,46,0,0,600,0,0,0,0,0,0,27,30,33,25,15,22,37,23,26,0,0,516,1269,1829,2654,0,0,27
Spectacle Island - Barrel Shooting - First Prize,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,32,88,47,50,39,43,35,48,49,45,34,40,43,40,53,39,42,43,49,39,40,55,38,45,53,49,44,34,46,49,52,42,52,47,44,38,42,43,39,40,48,43,55,53,46,46,46,47,50,41,55,47,46,1956,281,47,81,53,50,481,445,46,452,170,49,203,43,41,61,39,38,44,57,43,50,59,102,155,261,524,769,729,37,49
Spectacle Island - Sunken Treasure,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,23,53,26,28,20,28,26,27,27,26,23,21,22,23,29,26,36,33,35,17,22,23,27,0,25,35,26,23,26,21,35,25,17,29,23,20,36,35,37,34,22,27,26,24,33,23,26,25,24,25,26,41,20,1128,164,36,43,0,0,534,0,0,0,0,0,0,36,22,26,28,27,25,24,17,28,0,0,558,1289,1847,2629,0,0,32
Needle Rock Isle - Chest,140,283,113,184,0,117,123,385,137,149,129,134,124,65,49,56,43,51,58,60,71,82,89,89,90,96,108,88,88,359,286,134,0,0,0,0,0,0,0,0,0,0,121,130,129,141,122,139,278,20,44,19,23,15,34,18,15,29,22,27,12,24,25,24,18,20,16,18,25,23,27,24,28,25,33,25,27,20,13,24,26,25,25,17,12,22,31,27,18,18,19,26,25,27,21,21,28,26,17,20,29,17,963,122,17,47,26,39,251,232,28,218,79,32,106,22,27,25,22,17,17,19,22,14,25,53,81,122,276,406,402,23,13
Needle Rock Isle - Cave,72,180,75,137,55,63,59,289,61,72,60,68,67,90,70,76,73,81,70,67,57,28,31,26,37,27,25,31,27,368,189,56,0,0,0,0,0,0,0,0,0,0,64,65,55,69,69,100,167,27,61,31,32,26,35,28,30,30,25,31,26,24,31,26,33,26,41,27,35,33,34,38,29,36,34,37,32,32,32,30,38,26,46,26,24,25,21,38,31,31,23,24,34,31,25,37,31,27,29,31,25,26,1324,193,36,53,38,41,297,304,36,326,108,42,135,43,30,27,34,22,30,26,28,28,34,72,128,165,342,527,546,42,26
Needle Rock Isle - Golden Gunboat,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,49,81,41,59,40,41,45,41,45,47,57,43,44,43,28,45,41,59,32,34,34,48,43,43,52,39,42,46,51,49,49,35,43,41,38,40,56,53,45,43,42,47,48,41,39,44,36,41,31,47,35,36,41,1944,241,39,83,44,56,471,485,43,474,169,66,198,46,41,47,46,42,44,40,51,34,55,110,141,260,571,754,799,43,47
Needle Rock Isle - Sunken Treasure,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,35,49,20,25,33,17,21,31,25,25,29,27,28,24,23,23,17,29,27,33,31,23,28,27,22,28,34,21,26,0,23,31,29,24,23,24,26,23,26,31,28,32,28,26,24,21,25,20,21,24,33,22,27,1148,174,21,47,0,0,522,0,0,0,0,0,0,39,24,27,25,24,26,22,35,31,0,0,552,1297,1743,2752,0,0,34
Angular Isles - Peak,148,166,126,228,138,128,131,181,116,135,117,161,122,57,41,53,59,50,46,51,46,248,249,268,223,234,248,230,255,159,159,129,0,0,0,0,0,0,0,0,0,0,121,148,120,119,134,131,171,21,43,23,25,19,16,14,18,13,18,17,18,19,17,21,24,25,28,23,16,21,15,19,17,25,16,24,22,17,13,20,14,13,16,30,20,23,16,20,25,16,20,17,20,18,27,19,19,24,22,17,26,18,872,125,20,42,25,24,193,212,27,228,73,28,98,15,12,20,18,17,15,23,16,21,23,48,74,115,229,321,328,14,11
Angular Isles - Cave,108,229,78,157,78,81,91,440,49,104,86,99,94,80,61,61,71,56,74,72,75,33,32,37,37,38,36,31,42,398,0,85,0,0,0,0,0,0,0,0,0,0,85,74,84,103,79,116,225,32,62,23,30,26,32,27,28,21,26,23,27,29,31,26,24,30,29,32,28,23,22,29,36,24,21,34,30,25,22,29,29,17,23,22,33,35,29,24,33,25,28,27,35,16,29,29,24,21,27,29,25,32,1220,128,23,58,30,44,313,276,40,284,104,29,130,19,28,26,42,32,31,24,33,24,35,59,89,203,335,475,553,42,19
Angular Isles - Sunken Treasure,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,22,62,35,32,40,23,26,27,22,22,34,28,30,33,35,32,0,34,23,37,23,21,28,31,17,24,15,21,26,19,24,14,23,28,23,23,31,24,18,28,29,18,28,24,26,23,28,24,18,28,27,30,24,1124,159,29,37,0,0,545,0,0,0,0,0,0,25,27,23,24,25,27,15,34,15,0,0,531,1245,1875,2715,0,0,30
Boating Course - Raft,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,43,99,35,48,41,47,49,44,50,44,37,30,38,31,44,55,48,48,45,42,43,42,31,50,45,40,54,37,44,41,42,36,44,50,38,38,46,51,41,59,48,41,44,44,40,39,39,51,42,48,43,33,39,1923,244,40,86,47,55,436,491,57,474,166,50,219,33,48,48,45,43,59,45,61,44,55,94,144,262,541,809,770,56,41
Boating Course - Cave,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,50,91,44,37,40,42,43,31,46,49,37,53,50,35,38,46,39,53,53,40,38,38,52,41,36,41,46,56,48,45,46,33,44,39,40,45,36,50,49,31,48,47,42,57,47,59,55,61,45,46,44,48,33,1902,251,37,91,45,50,489,473,59,466,132,71,212,48,54,39,50,42,34,27,37,47,48,111,143,279,553,755,797,57,35
Boating Course - Sunken Treasure,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,27,53,30,31,27,29,17,40,19,22,23,24,27,28,28,33,18,26,29,25,23,24,22,38,31,31,21,32,31,31,14,26,24,0,27,21,24,30,36,25,27,32,30,21,35,17,18,22,33,26,25,33,20,1151,161,34,56,0,0,530,0,0,0,0,0,0,20,25,25,25,22,29,20,25,22,0,0,562,1268,1787,2705,0,0,22
Stone Watcher Island - Cave,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,41,94,47,46,43,45,38,40,54,47,54,34,44,42,41,44,50,51,42,37,39,35,35,39,53,40,44,58,46,40,50,43,43,46,46,47,51,38,51,45,50,39,40,40,32,42,42,51,46,47,35,55,48,1880,249,49,87,55,50,475,469,72,495,143,45,204,45,48,52,49,39,49,51,43,35,52,93,154,263,535,752,808,64,37
Stone Watcher Island - Lookout Platform Chest,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,45,79,38,52,48,45,49,45,43,47,49,32,39,47,50,49,50,50,42,49,47,45,39,50,36,46,45,49,50,45,40,39,65,46,60,46,31,53,47,36,35,56,37,45,55,52,46,43,49,45,55,37,41,1901,280,46,99,51,67,431,450,47,493,147,51,221,43,60,40,46,28,47,49,30,41,51,124,157,263,534,704,768,47,49
Stone Watcher Island - Lookout Platform - Destroy the Cannons,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,52,75,45,50,47,42,35,43,55,47,36,44,52,50,42,42,33,47,38,49,43,45,34,37,40,31,44,48,42,44,47,42,43,50,52,44,32,39,53,46,34,52,46,49,44,43,44,39,38,38,37,39,49,1969,261,42,85,44,54,470,489,55,506,145,60,198,38,45,49,48,34,46,48,46,53,53,88,146,257,530,731,787,51,45
Stone Watcher Island - Sunken Treasure,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,20,55,29,21,27,23,22,23,22,26,24,32,31,25,22,23,21,24,31,20,16,34,21,32,24,28,28,31,21,24,30,27,24,29,29,26,18,21,16,30,25,31,26,35,18,0,33,22,35,22,37,28,32,1227,146,20,44,0,0,517,0,0,0,0,0,0,20,37,32,24,20,32,25,25,26,0,0,539,1266,1795,2708,0,0,26
Islet of Steel - Interior,134,197,133,163,126,95,107,306,115,111,0,126,97,54,70,66,47,68,70,47,72,88,89,89,96,90,101,85,90,344,244,109,0,0,0,0,0,0,0,0,0,0,118,101,104,125,118,130,215,32,49,16,28,31,34,25,24,27,30,21,28,30,23,24,25,20,31,27,26,21,22,23,27,27,31,21,19,22,21,24,18,27,19,20,24,21,29,32,20,30,31,21,23,21,35,21,25,23,22,30,19,18,1050,141,20,55,38,19,264,264,27,273,83,26,116,22,26,26,23,21,25,28,26,29,30,57,74,132,278,447,454,28,20
Islet of Steel - Lookout Platform - Defeat the Enemies,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,48,85,31,47,45,44,36,35,51,54,53,42,44,44,41,47,50,41,50,33,40,51,45,43,43,53,46,42,56,33,58,38,47,46,52,43,51,32,40,47,30,40,53,44,52,37,41,33,46,39,44,36,31,1923,273,41,99,43,63,459,453,64,494,133,61,199,45,44,46,37,47,53,53,53,41,55,95,161,262,529,753,802,50,38
Islet of Steel - Sunken Treasure,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,30,58,36,24,27,28,22,32,26,21,32,33,28,25,24,23,30,14,23,29,24,33,26,32,15,25,32,25,30,22,27,28,24,28,27,26,0,19,25,23,24,31,24,22,26,34,27,22,23,24,25,25,20,1174,160,20,55,0,0,546,0,0,0,0,0,0,25,37,23,31,31,33,32,19,33,0,0,565,1276,1756,2710,0,0,22
Overlook Island - Cave,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,39,80,44,49,38,42,46,51,46,42,37,36,50,44,38,37,44,38,42,45,42,32,45,43,31,47,50,47,58,50,38,38,31,44,44,47,39,42,52,37,44,33,36,46,43,41,31,26,50,51,45,41,46,1937,276,36,77,53,56,493,433,55,445,168,63,224,41,43,53,34,47,39,38,48,41,53,95,161,284,555,801,773,53,57
Overlook Island - Sunken Treasure,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,23,57,24,39,25,17,28,32,31,47,34,27,21,28,0,22,27,29,17,25,24,16,21,33,28,33,30,31,25,19,26,29,25,23,24,22,23,25,23,32,39,17,35,25,28,22,18,28,28,31,29,22,18,1127,161,24,56,0,0,532,0,0,0,0,0,0,26,34,26,29,36,25,27,14,25,0,0,556,1252,1836,2694,0,0,22
Bird's Peak Rock - Cave,136,234,133,194,0,136,128,363,142,170,145,135,115,56,56,54,45,56,49,51,54,85,94,108,92,98,96,96,76,345,264,140,0,0,0,0,0,0,0,0,0,0,147,130,141,140,118,157,257,34,43,19,22,18,15,17,21,17,22,18,27,23,26,25,31,22,18,18,19,18,28,24,14,17,22,28,19,23,20,20,16,26,26,20,28,28,23,21,23,26,14,16,23,13,17,22,24,23,25,24,29,27,991,134,23,45,25,15,231,236,22,238,82,30,107,17,18,21,16,16,21,21,28,23,22,53,77,134,258,387,426,30,35
Pawprint Isle - Chuchu Cave - Chest,151,181,111,182,149,114,141,193,126,141,139,117,135,45,51,49,57,49,51,61,49,260,219,226,276,233,249,225,267,193,163,149,0,0,0,0,0,0,0,0,0,0,127,133,128,127,140,159,185,17,34,19,23,20,12,18,18,16,16,14,14,21,20,18,23,25,16,11,21,16,19,23,23,26,26,18,12,18,14,11,19,17,14,18,25,18,22,30,18,20,16,25,23,22,21,25,18,25,22,18,26,17,830,124,20,42,29,22,199,172,26,185,52,27,98,20,26,18,16,25,20,14,21,23,21,40,88,110,219,352,329,26,14
